date,price,monthly,yearly
2005年08月,1.49,-0.7,11.2
2005年07月,1.5,14.5,23.0
2005年06月,1.31,0.0,33.7
2005年05月,1.31,10.1,27.2
2005年04月,1.19,25.3,6.2
2005年03月,0.95,-3.1,1.1
2005年02月,0.98,36.1,12.6
2005年01月,0.72,10.8,-18.2
2004年12月,0.65,-9.7,-27.0
2004年11月,0.72,-20.0,-21.7
2004年10月,0.9,-30.8,-11.8
2004年09月,1.3,-3.0,9.2
2004年08月,1.34,9.8,16.5
2004年07月,1.22,24.5,29.8
2004年06月,0.98,-4.9,18.1
2004年05月,1.03,-8.0,7.3
2004年04月,1.12,19.1,-17.6
2004年03月,0.94,8.0,-19.7
2004年02月,0.87,-1.1,-1.1
2004年01月,0.88,-1.1,8.6
2003年12月,0.89,-3.3,9.2
2003年11月,0.92,-9.8,34.2
2003年10月,1.02,-14.3,46.4
2003年09月,1.19,3.5,19.1
2003年08月,1.15,22.3,3.6
2003年07月,0.94,13.3,18.5
2003年06月,0.83,-13.5,11.5
2003年05月,0.96,-29.4,-3.2
2003年04月,1.36,16.2,26.8
2003年03月,1.17,33.0,8.5
2003年02月,0.88,8.6,45.3
2003年01月,0.81,14.1,48.6
