date,price,monthly,yearly
2011年01月,5.8,2.7,38.8
2010年12月,5.65,-1.1,34.2
2010年11月,5.71,3.1,32.2
2010年10月,5.54,4.9,20.7
2010年09月,5.28,1.9,12.3
2010年08月,5.18,0.8,10.7
2010年07月,5.14,-1.0,12.5
2010年06月,5.19,2.8,14.6
2010年05月,5.05,4.1,15.0
2010年04月,4.85,3.2,18.3
2010年03月,4.7,2.8,22.4
2010年02月,4.57,9.3,19.6
2010年01月,4.18,-0.7,9.1
2009年12月,4.21,-2.5,7.4
2009年11月,4.32,-5.9,0.7
2009年10月,4.59,-2.3,5.5
2009年09月,4.7,0.4,8.0
2009年08月,4.68,2.4,4.7
2009年07月,4.57,0.9,-1.5
2009年06月,4.53,3.2,-1.1
2009年05月,4.39,7.1,-2.4
2009年04月,4.1,6.8,-7.0
2009年03月,3.84,0.5,-11.9
2009年02月,3.82,-0.3,-11.0
2009年01月,3.83,-2.3,-5.7
2008年12月,3.92,-8.6,-1.3
2008年11月,4.29,-1.4,1.9
2008年10月,4.35,0.0,0.7
2008年09月,4.35,-2.7,-1.1
2008年08月,4.47,-3.7,-1.8
2008年07月,4.64,1.3,13.7
2008年06月,4.58,1.8,11.2
2008年05月,4.5,2.0,9.2
2008年04月,4.41,1.1,3.8
2008年03月,4.36,1.6,2.3
2008年02月,4.29,5.7,1.2
2008年01月,4.06,2.3,0.7
2007年12月,3.97,-5.7,0.0
2007年11月,4.21,-2.5,1.0
2007年10月,4.32,-1.8,3.1
2007年09月,4.4,-3.3,0.5
2007年08月,4.55,11.5,4.4
2007年07月,4.08,-1.0,-8.1
2007年06月,4.12,0.0,-8.0
2007年05月,4.12,-3.1,-6.8
2007年04月,4.25,-0.2,2.4
2007年03月,4.26,0.5,11.5
2007年02月,4.24,5.2,13.1
2007年01月,4.03,1.5,9.5
2006年12月,3.97,-4.8,17.5
2006年11月,4.17,-0.5,25.6
2006年10月,4.19,-4.3,27.7
2006年09月,4.38,0.5,31.1
2006年08月,4.36,-1.8,34.2
2006年07月,4.44,-0.9,34.5
2006年06月,4.48,1.4,37.0
2006年05月,4.42,6.5,36.8
2006年04月,4.15,8.6,28.5
2006年03月,3.82,1.9,17.5
2006年02月,3.75,1.9,15.0
2006年01月,3.68,8.9,17.2
2005年12月,3.38,1.8,3.7
2005年11月,3.32,1.2,-2.4
2005年10月,3.28,-1.8,-8.1
2005年09月,3.34,2.8,-9.7
2005年08月,3.25,-1.5,-12.2
2005年07月,3.3,0.9,-12.0
2005年06月,3.27,1.2,-9.7
2005年05月,3.23,0.0,-11.3
2005年04月,3.23,-0.6,-8.2
2005年03月,3.25,-0.3,-7.7
2005年02月,3.26,3.8,-4.7
2005年01月,3.14,-3.7,-11.0
2004年12月,3.26,-4.1,-6.3
2004年11月,3.4,-4.8,-1.2
2004年10月,3.57,-3.5,-2.7
2004年09月,3.7,0.0,-7.0
2004年08月,3.7,-1.3,2.2
2004年07月,3.75,3.6,11.3
2004年06月,3.62,-0.5,4.6
2004年05月,3.64,3.4,13.4
2004年04月,3.52,0.0,9.3
2004年03月,3.52,2.9,13.9
2004年02月,3.42,-3.1,8.6
2004年01月,3.53,1.4,7.6
2003年12月,3.48,1.2,6.6
2003年11月,3.44,-6.3,3.5
2003年10月,3.67,-7.8,10.0
2003年09月,3.98,9.9,15.2
2003年08月,3.62,7.4,12.7
2003年07月,3.37,-2.6,17.2
2003年06月,3.46,7.8,19.0
2003年05月,3.21,-0.3,23.6
2003年04月,3.22,4.2,21.3
2003年03月,3.09,-1.9,18.2
2003年02月,3.15,-4.0,13.8
2003年01月,3.28,15.9,3.2
