date,price,monthly,yearly
2004年05月,6.06,-1.1,36.5
2004年04月,6.13,1.0,40.0
2004年03月,6.07,1.3,40.5
2004年02月,5.99,0.7,41.6
2004年1月,5.95,1.2,44.8
2003年12月,5.88,-6.4,3.1
2003年11月,6.28,6.4,3.2
2003年10月,5.9,21.6,3.6
2003年09月,4.85,8.7,2.8
2003年08月,4.46,0.9,1.9
2003年07月,4.42,1.8,2.9
2003年06月,4.34,-2.3,3.1
2003年05月,4.44,1.4,1.9
2003年04月,4.38,1.4,1.1
2003年03月,4.32,2.1,3.2
2003年02月,4.23,2.9,4.8
2003年1月,4.11,-0.2,2.8
