date,price,monthly,yearly
2010年12月,2.34,1.7,19.4
2010年11月,2.3,5.5,18.6
2010年10月,2.18,1.4,12.4
2010年09月,2.15,1.4,10.8
2010年08月,2.12,-0.9,8.7
2010年07月,2.14,0.5,9.7
2010年06月,2.13,0.9,8.7
2010年05月,2.11,1.9,8.2
2010年04月,2.07,2.5,7.3
2010年03月,2.02,2.0,5.2
2010年02月,1.98,0.0,4.2
2010年1月,1.98,1.0,5.3
2009年12月,1.96,1.0,3.7
2009年11月,1.94,0.0,2.1
2009年10月,1.94,0.0,1.0
2009年09月,1.94,-0.5,0.0
2009年08月,1.95,0.0,1.0
2009年07月,1.95,-0.5,1.6
2009年06月,1.96,0.5,2.6
2009年05月,1.95,1.0,3.2
2009年04月,1.93,0.5,4.9
2009年03月,1.92,1.1,4.9
2009年02月,1.9,1.1,5.6
2009年1月,1.88,-0.5,5.0
2008年12月,1.89,-0.5,7.4
2008年11月,1.9,-1.0,10.5
2008年10月,1.92,-1.0,12.3
2008年09月,1.94,0.5,13.5
2008年08月,1.93,0.5,14.2
2008年07月,1.92,0.5,14.3
2008年06月,1.91,1.1,15.1
2008年05月,1.89,2.7,15.2
2008年04月,1.84,0.5,15.7
2008年03月,1.83,1.7,13.0
2008年02月,1.8,0.6,11.8
2008年1月,1.79,1.7,11.9
2007年12月,1.76,2.3,11.4
2007年11月,1.72,0.6,12.4
2007年10月,1.71,0.0,12.5
2007年09月,1.71,1.2,12.5
2007年08月,1.69,0.6,11.9
2007年07月,1.68,1.2,11.3
2007年06月,1.66,1.2,9.9
2007年05月,1.64,3.1,9.3
2007年04月,1.59,-1.9,6.0
2007年03月,1.62,0.6,8.0
2007年02月,1.61,0.6,9.5
2007年1月,1.6,1.3,8.1
2006年12月,1.58,3.3,7.5
2006年11月,1.53,0.7,5.5
2006年10月,1.52,0.0,4.8
2006年09月,1.52,0.7,4.1
2006年08月,1.51,0.0,3.4
2006年07月,1.51,0.0,2.0
2006年06月,1.51,0.7,1.3
2006年05月,1.5,0.0,-3.2
2006年04月,1.5,0.0,-3.8
2006年03月,1.5,2.0,-3.8
2006年02月,1.47,-0.7,-5.2
2006年1月,1.48,0.7,-4.5
2005年12月,1.47,1.4,-4.5
2005年11月,1.45,0.0,-5.8
2005年10月,1.45,-0.7,-6.5
2005年09月,1.46,0.0,-7.0
2005年08月,1.46,-1.4,-5.8
2005年07月,1.48,-0.7,-5.7
2005年06月,1.49,-3.9,-6.3
2005年05月,1.55,-0.6,-1.9
2005年04月,1.56,0.0,-1.3
2005年03月,1.56,0.6,0.0
2005年02月,1.55,0.0,21.1
2005年1月,1.55,0.6,26.0
2004年12月,1.54,0.0,27.3
2004年11月,1.54,-0.6,29.4
2004年10月,1.55,-1.3,44.9
2004年09月,1.57,1.3,49.5
2004年08月,1.55,-1.3,47.6
2004年07月,1.57,-1.3,51.0
2004年06月,1.59,0.6,52.9
2004年05月,1.58,0.0,50.5
2004年04月,1.58,1.3,51.9
2004年03月,1.56,21.9,48.6
2004年02月,1.28,4.1,21.9
2004年1月,1.23,1.7,16.0
2003年12月,1.21,1.7,-1.8
2003年11月,1.19,11.2,-1.8
2003年10月,1.07,1.9,-2.2
2003年09月,1.05,0.0,-2.6
2003年08月,1.05,1.0,-2.2
2003年07月,1.04,0.0,-2.2
2003年06月,1.04,-1.0,-2.2
2003年05月,1.05,1.0,-0.4
2003年04月,1.04,-1.0,0.4
2003年03月,1.05,0.0,1.5
2003年02月,1.05,-0.9,2.6
2003年1月,1.06,2.9,3.4
