date,price,monthly,yearly
2010年12月,5.48,0.2,10.5
2010年11月,5.47,3.0,12.3
2010年10月,5.31,1.5,10.4
2010年09月,5.23,0.2,7.8
2010年08月,5.22,1.6,7.6
2010年07月,5.14,-0.4,6.9
2010年06月,5.16,0.2,7.3
2010年05月,5.15,1.6,7.7
2010年04月,5.07,1.0,6.1
2010年03月,5.02,0.4,3.9
2010年02月,5.0,0.0,3.3
2010年1月,5.0,0.8,1.8
2009年12月,4.96,1.8,-0.8
2009年11月,4.87,1.2,-7.8
2009年10月,4.81,-0.8,-15.2
2009年09月,4.85,0.0,-20.0
2009年08月,4.85,0.8,-20.4
2009年07月,4.81,0.0,-21.3
2009年06月,4.81,0.6,-20.8
2009年05月,4.78,0.0,-20.2
2009年04月,4.78,-1.0,-18.4
2009年03月,4.83,-0.2,-15.7
2009年02月,4.84,-1.4,-5.3
2009年1月,4.91,-1.8,-1.4
2008年12月,5.0,-5.3,3.5
2008年11月,5.28,-6.9,16.6
2008年10月,5.67,-6.4,39.3
2008年09月,6.06,-0.5,54.6
2008年08月,6.09,-0.3,57.8
2008年07月,6.11,0.7,62.9
2008年06月,6.07,1.3,63.6
2008年05月,5.99,2.2,65.0
2008年04月,5.86,2.3,62.3
2008年03月,5.73,12.1,60.1
2008年02月,5.11,2.6,43.1
2008年1月,4.98,3.1,39.9
2007年12月,4.83,6.6,35.7
2007年11月,4.53,11.3,30.9
2007年10月,4.07,3.8,17.3
2007年09月,3.92,1.6,13.0
2007年08月,3.86,2.9,10.9
2007年07月,3.75,1.1,7.8
2007年06月,3.71,2.2,6.0
2007年05月,3.63,0.6,4.3
2007年04月,3.61,0.8,4.0
2007年03月,3.58,0.3,2.6
2007年02月,3.57,0.3,2.3
2007年1月,3.56,0.0,2.3
2006年12月,3.56,2.9,2.9
2006年11月,3.46,-0.3,0.0
2006年10月,3.47,0.0,-0.3
2006年09月,3.47,-0.3,-1.1
2006年08月,3.48,0.0,-2.2
2006年07月,3.48,-0.6,-2.2
2006年06月,3.5,0.6,-2.8
2006年05月,3.48,0.3,-4.4
2006年04月,3.47,-0.6,-5.4
2006年03月,3.49,0.0,-5.9
2006年02月,3.49,0.3,-5.9
2006年1月,3.48,0.6,-7.0
2005年12月,3.46,0.0,-8.2
2005年11月,3.46,-0.6,-8.5
2005年10月,3.48,-0.9,-11.5
2005年09月,3.51,-1.4,-13.1
2005年08月,3.56,0.0,-12.7
2005年07月,3.56,-1.1,-13.0
2005年06月,3.6,-1.1,-11.3
2005年05月,3.64,-0.8,-9.5
2005年04月,3.67,-1.1,-7.6
2005年03月,3.71,0.0,-0.8
2005年02月,3.71,-0.8,4.2
2005年1月,3.74,-0.8,6.3
2004年12月,3.77,-0.3,11.5
2004年11月,3.78,-3.8,11.2
2004年10月,3.93,-2.7,28.4
2004年09月,4.04,-1.0,37.4
2004年08月,4.08,-0.2,38.8
2004年07月,4.09,0.7,40.5
2004年06月,4.06,1.0,40.0
2004年05月,4.02,1.3,38.1
2004年04月,3.97,6.1,38.3
2004年03月,3.74,5.1,33.6
2004年02月,3.56,1.1,31.4
2004年1月,3.52,4.1,29.4
2003年12月,3.38,-0.6,2.6
2003年11月,3.4,11.1,3.1
2003年10月,3.06,4.1,4.9
2003年09月,2.94,0.0,5.4
2003年08月,2.94,1.0,6.6
2003年07月,2.91,0.3,7.4
2003年06月,2.9,-0.3,6.7
2003年05月,2.91,1.4,7.0
2003年04月,2.87,2.5,8.3
2003年03月,2.8,3.3,8.8
2003年02月,2.71,-0.4,8.3
2003年1月,2.72,7.9,8.7
